"Input","Output","Frequency","HarmonicUniformity"
"shiwétsariye","shiwétsariye-RAISE-B","0","0.983431565156255"
"shixenze","shixenze-RAISE-F","16","0.0095438892219792"
"shixenze","shixenze-RAISE-B","0","0.990456110778021"
"sho'ar","sho'ar-RAISE-F","0","0.998304105283218"
"sho'ar","sho'ar-RAISE-B","18","0.00169589471678189"
"shola","shola-RAISE-F","0","0.977217011637109"
"shola","shola-RAISE-B","5","0.0227829883628906"
"shora","shora-RAISE-F","0","0.95733720795359"
"shora","shora-RAISE-B","7","0.0426627920464097"
"shorpa","shorpa-RAISE-F","0","0.982496922220982"
"shorpa","shorpa-RAISE-B","10","0.0175030777790182"
"shota","shota-RAISE-F","0","0.977246429427652"
"shota","shota-RAISE-B","5","0.0227535705723479"
"shoxa","shoxa-RAISE-F","0","0.899895853099326"
"shoxa","shoxa-RAISE-B","1","0.100104146900674"
"shoxla","shoxla-RAISE-F","0","0.942153599566942"
"shoxla","shoxla-RAISE-B","1","0.0578464004330579"
"shoyna","shoyna-RAISE-F","0","0.954122871468402"
"shoyna","shoyna-RAISE-B","1","0.0458771285315975"
"shughulla","shughulla-RAISE-F","0","0.964655697025375"
"shughulla","shughulla-RAISE-B","4","0.0353443029746251"
"shughullan","shughullan-RAISE-F","0","0.99464198974341"
"shughullan","shughullan-RAISE-B","24","0.00535801025658955"
"shöbe","shöbe-RAISE-F","40","0.0183453293496302"
"shöbe","shöbe-RAISE-B","0","0.98165467065037"
"shöhret","shöhret-RAISE-F","5","0.00289377938996648"
"shöhret","shöhret-RAISE-B","0","0.997106220610034"
"shübhe","shübhe-RAISE-F","39","0.0230566238040847"
"shübhe","shübhe-RAISE-B","0","0.976943376195915"
"shübhilen","shübhilen-RAISE-F","4","0.049639926914424"
"shübhilen","shübhilen-RAISE-B","0","0.950360073085576"
"shükrane","shükrane-RAISE-F","0","0.722024962468835"
"shükrane","shükrane-RAISE-B","1","0.277975037531165"
"simfoniye","simfoniye-RAISE-F","7","0.0216188738566805"
"simfoniye","simfoniye-RAISE-B","0","0.97838112614332"
"siyaset","siyaset-RAISE-F","1791","0.00389589111167049"
"siyaset","siyaset-RAISE-B","2","0.99610410888833"
"snariye","snariye-RAISE-F","1","0.413907012401721"
"snariye","snariye-RAISE-B","0","0.586092987598279"
"so'al","so'al-RAISE-F","0","0.999443402174228"
"so'al","so'al-RAISE-B","1213","0.000556597825772442"
"sodilash","sodilash-RAISE-F","0","0.976866320222218"
"sodilash","sodilash-RAISE-B","3","0.0231336797777821"
"sodiye","sodiye-RAISE-F","6","0.0278614399307879"
"sodiye","sodiye-RAISE-B","0","0.972138560069212"
"sofa","sofa-RAISE-F","1","0.963662030978162"
"sofa","sofa-RAISE-B","7","0.0363379690218384"
"sola","sola-RAISE-F","0","0.993149059303597"
"sola","sola-RAISE-B","9","0.00685094069640313"
"solaqxana","solaqxana-RAISE-F","0","0.978755388905683"
"solaqxana","solaqxana-RAISE-B","25","0.0212446110943173"
"solash","solash-RAISE-F","0","0.939744856338666"
"solash","solash-RAISE-B","1","0.0602551436613339"
"soldat","soldat-RAISE-F","0","0.992355560374276"
"soldat","soldat-RAISE-B","3","0.00764443962572414"
"sora","sora-RAISE-F","0","0.998470936764192"
"sora","sora-RAISE-B","8","0.0015290632358077"
"soraqxana","soraqxana-RAISE-F","0","0.975492615027788"
"soraqxana","soraqxana-RAISE-B","21","0.0245073849722121"
"sorash","sorash-RAISE-F","0","0.981851624035212"
"sorash","sorash-RAISE-B","3","0.0181483759647878"
"sotla","sotla-RAISE-F","0","0.99120172967821"
"sotla","sotla-RAISE-B","42","0.00879827032178981"
"sotxana","sotxana-RAISE-F","0","0.957669846079658"
"sotxana","sotxana-RAISE-B","5","0.0423301539203422"
"soyla","soyla-RAISE-F","0","0.929098561617097"
"soyla","soyla-RAISE-B","1","0.0709014383829033"
"studiye","studiye-RAISE-F","2","0.030754071345346"
"studiye","studiye-RAISE-B","0","0.969245928654654"
"sulale","sulale-RAISE-F","137","0.0299068762372175"
"sulale","sulale-RAISE-B","49","0.970093123762782"
"sultan","sultan-RAISE-F","0","0.998115054827726"
"sultan","sultan-RAISE-B","7","0.00188494517227411"
"supa","supa-RAISE-F","0","0.992231155669548"
"supa","supa-RAISE-B","107","0.00776884433045189"
"suriye","suriye-RAISE-F","3","0.0262425502282122"
"suriye","suriye-RAISE-B","0","0.973757449771788"
"suwa","suwa-RAISE-F","0","0.939744856338666"
"suwa","suwa-RAISE-B","2","0.0602551436613339"
"sélishturma","sélishturma-RAISE-F","0","0.984144290671577"
"sélishturma","sélishturma-RAISE-B","35","0.0158557093284234"
"sénariye","sénariye-RAISE-F","7","0.019234737075887"
"sénariye","sénariye-RAISE-B","0","0.980765262924113"
"söhbet","söhbet-RAISE-F","643","0.0012381837587973"
"söhbet","söhbet-RAISE-B","0","0.998761816241203"
"söhbetlesh","söhbetlesh-RAISE-F","31","0.0215641009801181"
"söhbetlesh","söhbetlesh-RAISE-B","0","0.978435899019882"
"sölet","sölet-RAISE-F","28","0.0165205996842688"
"sölet","sölet-RAISE-B","0","0.983479400315731"
"söre","söre-RAISE-F","6","0.0231362166540071"
"söre","söre-RAISE-B","0","0.976863783345993"
"sözle","sözle-RAISE-F","446","0.00353906078710907"
"sözle","sözle-RAISE-B","0","0.996460939212891"
"sözlesh","sözlesh-RAISE-F","162","0.016796694339698"
"sözlesh","sözlesh-RAISE-B","3","0.983203305660302"
"sümbe","sümbe-RAISE-F","3","0.0189688922358197"
"sümbe","sümbe-RAISE-B","0","0.98103110776418"
"sünnet","sünnet-RAISE-F","8","0.0126711395819636"
"sünnet","sünnet-RAISE-B","0","0.987328860418036"
"süpet","süpet-RAISE-F","5997","0.00779451423731549"
"süpet","süpet-RAISE-B","0","0.992205485762685"
"süpetle","süpetle-RAISE-F","8","0.132862964933368"
"süpetle","süpetle-RAISE-B","0","0.867137035066632"
"sür'et","sür'et-RAISE-F","26","0.0032316958237568"
"sür'et","sür'et-RAISE-B","0","0.996768304176243"
"süre","süre-RAISE-F","42","0.0276548109783558"
"süre","süre-RAISE-B","0","0.972345189021644"
"süret","süret-RAISE-F","50","0.00174370325294101"
"süret","süret-RAISE-B","0","0.998256296747059"
"süretle","süretle-RAISE-F","1","0.262287191855223"
"süretle","süretle-RAISE-B","0","0.737712808144777"
"süriye","süriye-RAISE-F","266","0.00162851259575226"
"süriye","süriye-RAISE-B","0","0.998371487404248"
"sürüshte","sürüshte-RAISE-F","2","0.182042267127356"
"sürüshte","sürüshte-RAISE-B","0","0.817957732872644"
"süyünche","süyünche-RAISE-F","1","0.844030755069732"
"süyünche","süyünche-RAISE-B","0","0.155969244930268"
"ta'ala","ta'ala-RAISE-F","0","0.987775943837653"
"ta'ala","ta'ala-RAISE-B","27","0.0122240561623467"
"ta'et","ta'et-RAISE-F","2","0.0331198446944563"
"ta'et","ta'et-RAISE-B","0","0.966880155305544"
"ta'ipe","ta'ipe-RAISE-F","10","0.0710069297158376"
"ta'ipe","ta'ipe-RAISE-B","0","0.928993070284162"
"takamullash","takamullash-RAISE-F","0","0.954765989446041"
"takamullash","takamullash-RAISE-B","1","0.0452340105539587"
"tala","tala-RAISE-F","0","0.964596506945804"
"tala","tala-RAISE-B","1","0.0354034930541958"
"talapet","talapet-RAISE-F","2","0.010845863761639"
"talapet","talapet-RAISE-B","0","0.989154136238361"
"talay","talay-RAISE-F","0","0.976252960514991"
"talay","talay-RAISE-B","1","0.0237470394850089"
"talla","talla-RAISE-F","0","0.995235288709291"
"talla","talla-RAISE-B","140","0.00476471129070932"
"talliwal","talliwal-RAISE-F","0","0.974593649443995"
"talliwal","talliwal-RAISE-B","2","0.025406350556005"
"tamamla","tamamla-RAISE-F","0","0.996382752344025"
"tamamla","tamamla-RAISE-B","20","0.00361724765597471"
"tamaqxana","tamaqxana-RAISE-F","0","0.981568965153833"
"tamaqxana","tamaqxana-RAISE-B","19","0.0184310348461667"
"tamasha","tamasha-RAISE-F","0","0.989702011543379"
"tamasha","tamasha-RAISE-B","6","0.010297988456621"
"tamche","tamche-RAISE-F","0","0.419828797650447"
"tamche","tamche-RAISE-B","34","0.580171202349553"
"tamchila","tamchila-RAISE-F","0","0.906811004272652"
"tamchila","tamchila-RAISE-B","1","0.0931889957273483"
"tamozhna","tamozhna-RAISE-F","0","0.994665140319198"
"tamozhna","tamozhna-RAISE-B","25","0.00533485968080205"
"tamuzhna","tamuzhna-RAISE-F","0","0.920155968916202"
"tamuzhna","tamuzhna-RAISE-B","1","0.0798440310837985"
"tana","tana-RAISE-F","0","0.953074426668573"
"tana","tana-RAISE-B","2","0.0469255733314269"
"tanglay","tanglay-RAISE-F","0","0.946221789068547"
"tanglay","tanglay-RAISE-B","2","0.0537782109314531"
"tansa","tansa-RAISE-F","0","0.96833475202567"
"tansa","tansa-RAISE-B","7","0.03166524797433"
"tapa","tapa-RAISE-F","1","0.949294697234553"
"tapa","tapa-RAISE-B","1","0.0507053027654475"
"tapan","tapan-RAISE-F","0","0.985839016966633"
"tapan","tapan-RAISE-B","20","0.0141609830333671"
"tapancha","tapancha-RAISE-F","0","0.987531475379545"
"tapancha","tapancha-RAISE-B","1","0.012468524620455"
"tapawet","tapawet-RAISE-F","13","0.0208114800854331"
"tapawet","tapawet-RAISE-B","0","0.979188519914567"
"tapila","tapila-RAISE-F","0","0.979485664205608"
"tapila","tapila-RAISE-B","2","0.0205143357943923"
"tara","tara-RAISE-F","0","0.989670243721705"
"tara","tara-RAISE-B","19","0.010329756278295"
"tarat","tarat-RAISE-F","0","0.983416085147958"
"tarat","tarat-RAISE-B","3","0.0165839148520425"
"taraza","taraza-RAISE-F","0","0.990225343239134"
"taraza","taraza-RAISE-B","92","0.00977465676086642"
"tartma","tartma-RAISE-F","0","0.972351836525827"
"tartma","tartma-RAISE-B","9","0.0276481634741726"
"tartquchla","tartquchla-RAISE-F","0","0.906811004272652"
"tartquchla","tartquchla-RAISE-B","1","0.0931889957273483"
"tasha","tasha-RAISE-F","0","0.929098561617097"
"tasha","tasha-RAISE-B","1","0.0709014383829033"
"tashla","tashla-RAISE-F","0","0.998073944615877"
"tashla","tashla-RAISE-B","151","0.00192605538412272"
"tashliwet","tashliwet-RAISE-F","1","0.0172607893756683"
"tashliwet","tashliwet-RAISE-B","0","0.982739210624332"
"tasma","tasma-RAISE-F","0","0.979115038560811"
"tasma","tasma-RAISE-B","9","0.0208849614391889"
"tatarche","tatarche-RAISE-F","0","0.749773169918227"
"tatarche","tatarche-RAISE-B","3","0.250226830081773"
"tatila","tatila-RAISE-F","0","0.929098561617097"
"tatila","tatila-RAISE-B","1","0.0709014383829033"
"tawa","tawa-RAISE-F","0","0.954844340807073"
"tawa","tawa-RAISE-B","2","0.0451556591929267"
"tawlan","tawlan-RAISE-F","0","0.981321760534375"
"tawlan","tawlan-RAISE-B","1","0.0186782394656245"
"taxta","taxta-RAISE-F","0","0.995117401195375"
"taxta","taxta-RAISE-B","153","0.00488259880462483"
"taxtay","taxtay-RAISE-F","0","0.989481546731692"
"taxtay","taxtay-RAISE-B","1","0.0105184532683082"
"tayan","tayan-RAISE-F","0","0.994045424783686"
"tayan","tayan-RAISE-B","64","0.00595457521631371"
"taza","taza-RAISE-F","0","0.989386614326418"
"taza","taza-RAISE-B","174","0.0106133856735822"
"tazila","tazila-RAISE-F","0","0.991130474674068"
"tazila","tazila-RAISE-B","17","0.00886952532593233"
"teber","teber-RAISE-F","28","0.0707147179991133"
"teber","teber-RAISE-B","0","0.929285282000887"
"tebi'et","tebi'et-RAISE-F","51","0.00457578497764935"
"tebi'et","tebi'et-RAISE-B","0","0.995424215022351"
"tebrikname","tebrikname-RAISE-F","35","0.16113664251806"
"tebrikname","tebrikname-RAISE-B","11","0.83886335748194"
"tehrirle","tehrirle-RAISE-F","7","0.0281976804511511"
"tehrirle","tehrirle-RAISE-B","0","0.971802319548849"
"tejiribe","tejiribe-RAISE-F","23","0.0715508948464148"
"tejiribe","tejiribe-RAISE-B","0","0.928449105153585"
"tejribe","tejribe-RAISE-F","1154","0.00782608423372736"
"tejribe","tejribe-RAISE-B","0","0.992173915766273"
"tejribixana","tejribixana-RAISE-F","0","0.990254768591049"
"tejribixana","tejribixana-RAISE-B","71","0.00974523140895112"
"teklipname","teklipname-RAISE-F","16","0.108212011181641"
"teklipname","teklipname-RAISE-B","5","0.891787988818359"
"tekrarla","tekrarla-RAISE-F","0","0.995416912937218"
"tekrarla","tekrarla-RAISE-B","69","0.00458308706278199"
"telep","telep-RAISE-F","393","0.000574611833781545"
"telep","telep-RAISE-B","0","0.999425388166219"
"telepname","telepname-RAISE-F","28","0.144752302899118"
"telepname","telepname-RAISE-B","2","0.855247697100882"
"teley","teley-RAISE-F","79","0.0139394048781482"
"teley","teley-RAISE-B","0","0.986060595121852"
"telimat","telimat-RAISE-F","0","0.994541119568899"
"telimat","telimat-RAISE-B","31","0.0054588804311011"
"teme","teme-RAISE-F","0","0.0372456863379309"
"teme","teme-RAISE-B","2","0.962754313662069"
"teminle","teminle-RAISE-F","211","0.00245275650363288"
"teminle","teminle-RAISE-B","0","0.997547243496367"
"temtire","temtire-RAISE-F","2","0.049639926914424"
"temtire","temtire-RAISE-B","0","0.950360073085576"
"tenche","tenche-RAISE-F","2","0.801065404712875"
"tenche","tenche-RAISE-B","0","0.198934595287125"
"tene","tene-RAISE-F","13","0.0272540285081183"
"tene","tene-RAISE-B","0","0.972745971491882"
"tengle","tengle-RAISE-F","6","0.0691874079660444"
"tengle","tengle-RAISE-B","0","0.930812592033956"
"tenglesh","tenglesh-RAISE-F","3","0.0992565846175334"
"tenglesh","tenglesh-RAISE-B","0","0.900743415382467"
"tenglime","tenglime-RAISE-F","20","0.124374265831256"
"tenglime","tenglime-RAISE-B","0","0.875625734168744"
"tengne","tengne-RAISE-F","3","0.0629436561011489"
"tengne","tengne-RAISE-B","0","0.937056343898851"
"tengshe","tengshe-RAISE-F","19","0.0407897626972972"
"tengshe","tengshe-RAISE-B","0","0.959210237302703"
"tentene","tentene-RAISE-F","1047","0.0161434264987546"
"tentene","tentene-RAISE-B","0","0.983856573501245"
"tenterbiye","tenterbiye-RAISE-F","7","0.00249360528842757"
"tenterbiye","tenterbiye-RAISE-B","0","0.997506394711572"
"tepsilat","tepsilat-RAISE-F","0","0.998983392677415"
"tepsilat","tepsilat-RAISE-B","82","0.00101660732258502"
"teqdirname","teqdirname-RAISE-F","9","0.117034624487997"
"teqdirname","teqdirname-RAISE-B","2","0.882965375512003"
"terbiye","terbiye-RAISE-F","538","0.00249133444818909"
"terbiye","terbiye-RAISE-B","0","0.997508665551811"
"terbiyele","terbiyele-RAISE-F","24","0.0104231422031472"
"terbiyele","terbiyele-RAISE-B","0","0.989576857796853"
"terbiyelesh","terbiyelesh-RAISE-F","6","0.0933521806900207"
"terbiyelesh","terbiyelesh-RAISE-B","0","0.906647819309979"
"terbiyile","terbiyile-RAISE-F","43","0.00738821997554129"
"terbiyile","terbiyile-RAISE-B","0","0.992611780024459"
"terbiyilesh","terbiyilesh-RAISE-F","2","0.124572718585621"
"terbiyilesh","terbiyilesh-RAISE-B","0","0.875427281414379"
"terbiylesh","terbiylesh-RAISE-F","1","0.0128444907404088"
"terbiylesh","terbiylesh-RAISE-B","0","0.987155509259591"
"terep","terep-RAISE-F","750","0.00160563944968281"
"terep","terep-RAISE-B","0","0.998394360550317"
"tereplime","tereplime-RAISE-F","289","0.00946311829028474"
"tereplime","tereplime-RAISE-B","0","0.990536881709715"
"teret","teret-RAISE-F","1","0.013260934762357"
"teret","teret-RAISE-B","0","0.986739065237643"
"teriple","teriple-RAISE-F","33","0.0102079591506721"
"teriple","teriple-RAISE-B","0","0.989792040849328"
"terjime","terjime-RAISE-F","120","0.00232068846254091"
"terjime","terjime-RAISE-B","0","0.997679311537459"
"terjimihal","terjimihal-RAISE-F","0","0.995822072070889"
"terjimihal","terjimihal-RAISE-B","44","0.00417792792911109"
"terle","terle-RAISE-F","2","0.0451060311282947"
"terle","terle-RAISE-B","0","0.954893968871705"
"teshekkürname","teshekkürname-RAISE-F","5","0.219675316890679"
"teshekkürname","teshekkürname-RAISE-B","0","0.780324683109321"
"teshwishlen","teshwishlen-RAISE-F","4","0.0807396930958604"
"teshwishlen","teshwishlen-RAISE-B","0","0.91926030690414"
"tesirat","tesirat-RAISE-F","0","0.998126576166429"
"tesirat","tesirat-RAISE-B","15","0.00187342383357059"
"tesirlen","tesirlen-RAISE-F","5","0.00793682273730497"
"tesirlen","tesirlen-RAISE-B","1","0.992063177262695"
"teslesh","teslesh-RAISE-F","1","0.0655088087884157"
"teslesh","teslesh-RAISE-B","0","0.934491191211584"
"teslimname","teslimname-RAISE-F","4","0.554541591248514"
"teslimname","teslimname-RAISE-B","0","0.445458408751486"
"testiqname","testiqname-RAISE-F","1","0.427070580137445"
"testiqname","testiqname-RAISE-B","0","0.572929419862555"
"teswirle","teswirle-RAISE-F","53","0.00627490770101597"
"teswirle","teswirle-RAISE-B","0","0.993725092298984"
"teswirlen","teswirlen-RAISE-F","7","0.0804450192246718"
"teswirlen","teswirlen-RAISE-B","0","0.919554980775328"
"tewbe","tewbe-RAISE-F","1","0.0240899621153223"
"tewbe","tewbe-RAISE-B","0","0.975910037884678"
"tewe","tewe-RAISE-F","1535","0.00110052093105719"
"tewe","tewe-RAISE-B","2","0.998899479068943"
"tewren","tewren-RAISE-F","9","0.0144951724394197"
"tewren","tewren-RAISE-B","0","0.98550482756058"
"tewret","tewret-RAISE-F","30","0.0357264827447776"
"tewret","tewret-RAISE-B","0","0.964273517255222"
"tewsiye","tewsiye-RAISE-F","125","0.00129719584897102"
"tewsiye","tewsiye-RAISE-B","0","0.998702804151029"
"texey","texey-RAISE-F","11","0.0310894902045703"
"texey","texey-RAISE-B","0","0.96891050979543"
"texle","texle-RAISE-F","1","0.0659636550982109"
"texle","texle-RAISE-B","0","0.934036344901789"
"texse","texse-RAISE-F","18","0.0184191107277321"
"texse","texse-RAISE-B","0","0.981580889272268"
"teyinle","teyinle-RAISE-F","51","0.0113348181944699"
"teyinle","teyinle-RAISE-B","0","0.98866518180553"
"teyyarla","teyyarla-RAISE-F","0","0.997867218021093"
"teyyarla","teyyarla-RAISE-B","65","0.00213278197890732"
"teziye","teziye-RAISE-F","6","0.0050901930345319"
"teziye","teziye-RAISE-B","0","0.994909806965468"
"tibabet","tibabet-RAISE-F","17","0.0201718364569194"
"tibabet","tibabet-RAISE-B","1","0.979828163543081"
"tibabetxana","tibabetxana-RAISE-F","0","0.939744856338666"
"tibabetxana","tibabetxana-RAISE-B","3","0.0602551436613339"
"tilawet","tilawet-RAISE-F","2","0.0056851295673793"
"tilawet","tilawet-RAISE-B","0","0.994314870432621"
"tilemche","tilemche-RAISE-F","6","0.546084151393283"
"tilemche","tilemche-RAISE-B","1","0.453915848606717"
"tiyatirxana","tiyatirxana-RAISE-F","0","0.984469843039977"
"tiyatirxana","tiyatirxana-RAISE-B","40","0.0155301569600229"
"tola","tola-RAISE-F","0.999999999999998","0.989315746694299"
"tola","tola-RAISE-B","36","0.0106842533057009"
"toliye","toliye-RAISE-F","1","0.220006574345739"
"toliye","toliye-RAISE-B","0","0.779993425654261"
"tongla","tongla-RAISE-F","0","0.93256774084877"
"tongla","tongla-RAISE-B","2","0.0674322591512303"
"tonglat","tonglat-RAISE-F","0","0.985806956118256"
"tonglat","tonglat-RAISE-B","5","0.0141930438817436"
"tonna","tonna-RAISE-F","0","0.996282650017133"
"tonna","tonna-RAISE-B","121","0.00371734998286744"
"topilang","topilang-RAISE-F","0","0.992867045565053"
"topilang","topilang-RAISE-B","3","0.00713295443494744"
"topla","topla-RAISE-F","0","0.995638043328851"
"topla","topla-RAISE-B","68","0.00436195667114925"
"toplam","toplam-RAISE-F","0","0.997259957054272"
"toplam","toplam-RAISE-B","126","0.00274004294572827"
"toplash","toplash-RAISE-F","0","0.979028109281806"
"toplash","toplash-RAISE-B","5","0.0209718907181939"
"topografiye","topografiye-RAISE-F","1","0.102542156683021"
"topografiye","topografiye-RAISE-B","0","0.897457843316979"
"toqulma","toqulma-RAISE-F","1","0.984067916881355"
"toqulma","toqulma-RAISE-B","51","0.015932083118645"
"torla","torla-RAISE-F","0","0.939744856338666"
"torla","torla-RAISE-B","2","0.0602551436613339"
"tormozla","tormozla-RAISE-F","0","0.906811004272652"
"tormozla","tormozla-RAISE-B","1","0.0931889957273483"
"torxana","torxana-RAISE-F","0","0.976131664265812"
"torxana","torxana-RAISE-B","15","0.0238683357341877"
"tosa","tosa-RAISE-F","0","0.977820585814112"
"tosa","tosa-RAISE-B","7","0.0221794141858878"
"towla","towla-RAISE-F","0","0.991872230533643"
"towla","towla-RAISE-B","20","0.00812776946635696"
"toxta","toxta-RAISE-F","0","0.997554363968325"
"toxta","toxta-RAISE-B","343","0.00244563603167536"
"toxtam","toxtam-RAISE-F","0","0.996786972382032"
"toxtam","toxtam-RAISE-B","65","0.00321302761796816"
"toxtamname","toxtamname-RAISE-F","39","0.165450550742005"
"toxtamname","toxtamname-RAISE-B","18","0.834549449257995"
"toxtat","toxtat-RAISE-F","0","0.997347230928916"
"toxtat","toxtat-RAISE-B","691","0.00265276907108403"
"toyla","toyla-RAISE-F","0","0.964596506945804"
"toyla","toyla-RAISE-B","3","0.0354034930541958"
"toylash","toylash-RAISE-F","0","0.988246839049561"
"toylash","toylash-RAISE-B","24","0.0117531609504389"
"tughqanlash","tughqanlash-RAISE-F","0","0.973468147005188"
"tughqanlash","tughqanlash-RAISE-B","1","0.0265318529948115"
"turbina","turbina-RAISE-F","0","0.914323155908118"
"turbina","turbina-RAISE-B","1","0.0856768440918821"
"turuba","turuba-RAISE-F","0","0.992941459763621"
"turuba","turuba-RAISE-B","16","0.00705854023637886"
"tutash","tutash-RAISE-F","0","0.990956118327306"
"tutash","tutash-RAISE-B","13","0.00904388167269421"
"tuwa","tuwa-RAISE-F","4","0.974300239202107"
"tuwa","tuwa-RAISE-B","0","0.0256997607978929"
"tébabet","tébabet-RAISE-F","24","0.0174361670709121"
"tébabet","tébabet-RAISE-B","0","0.982563832929088"
"téléfonlash","téléfonlash-RAISE-F","0","0.941242606903068"
"téléfonlash","téléfonlash-RAISE-B","2","0.0587573930969321"
"téléfonxana","téléfonxana-RAISE-F","0","0.873711960481573"
"téléfonxana","téléfonxana-RAISE-B","1","0.126288039518427"
"télégramma","télégramma-RAISE-F","0","0.992955654225296"
"télégramma","télégramma-RAISE-B","116","0.00704434577470403"
"témpératura","témpératura-RAISE-F","0","0.987443190997336"
"témpératura","témpératura-RAISE-B","14","0.0125568090026636"
"téritoriye","téritoriye-RAISE-F","35","0.0117653153878159"
"téritoriye","téritoriye-RAISE-B","0","0.988234684612184"
"térritoriye","térritoriye-RAISE-F","101","0.00491559873349915"
"térritoriye","térritoriye-RAISE-B","0","0.995084401266501"
"töhmet","töhmet-RAISE-F","7","0.00436933161584184"
"töhmet","töhmet-RAISE-B","0","0.995630668384158"
"töhpe","töhpe-RAISE-F","279","0.00573129464784876"
"töhpe","töhpe-RAISE-B","0","0.994268705352151"
"töle","töle-RAISE-F","146","0.00775595114639454"
"töle","töle-RAISE-B","1","0.992244048853606"
"tölem","tölem-RAISE-F","3","0.00341965022302358"
"tölem","tölem-RAISE-B","0","0.996580349776976"
"töre","töre-RAISE-F","6","0.00499187532169033"
"töre","töre-RAISE-B","0","0.99500812467831"
"törelme","törelme-RAISE-F","9","0.124374265831256"
"törelme","törelme-RAISE-B","0","0.875625734168744"
"töwenle","töwenle-RAISE-F","14","0.0155593137140332"
"töwenle","töwenle-RAISE-B","0","0.984440686285967"
"töwenlesh","töwenlesh-RAISE-F","2","0.174927839555399"
"töwenlesh","töwenlesh-RAISE-B","0","0.825072160444601"
"töwenlet","töwenlet-RAISE-F","29","0.0556994074573833"
"töwenlet","töwenlet-RAISE-B","0","0.944300592542617"
"tügelle","tügelle-RAISE-F","5","0.182042267127356"
"tügelle","tügelle-RAISE-B","0","0.817957732872644"
"tügünche","tügünche-RAISE-F","1","0.772076373156347"
"tügünche","tügünche-RAISE-B","0","0.227923626843653"
"tüle","tüle-RAISE-F","4","0.262287191855223"
"tüle","tüle-RAISE-B","0","0.737712808144777"
"tüne","tüne-RAISE-F","2","0.0457475671894929"
"tüne","tüne-RAISE-B","0","0.954252432810507"
"türme","türme-RAISE-F","3808","0.0181713351554452"
"türme","türme-RAISE-B","4","0.981828664844555"
"türmel","türmel-RAISE-F","1","0.126976313564561"
"türmel","türmel-RAISE-B","0","0.873023686435439"
"tüze","tüze-RAISE-F","13","0.167511156433929"
"tüze","tüze-RAISE-B","0","0.832488843566071"
"tüzet","tüzet-RAISE-F","8","0.0373752666760983"
"tüzet","tüzet-RAISE-B","0","0.962624733323902"
"tüzle","tüzle-RAISE-F","2","0.0209376081877464"
"tüzle","tüzle-RAISE-B","0","0.979062391812254"
"tüzülme","tüzülme-RAISE-F","88","0.0564967195713847"
"tüzülme","tüzülme-RAISE-B","0","0.943503280428615"
"ucha","ucha-RAISE-F","0","0.988484015268806"
"ucha","ucha-RAISE-B","112","0.0115159847311942"
"uchra","uchra-RAISE-F","0","0.999136178361003"
"uchra","uchra-RAISE-B","710","0.000863821638996787"
"uchrash","uchrash-RAISE-F","0","0.993720480602261"
"uchrash","uchrash-RAISE-B","11","0.00627951939773941"
"uchrat","uchrat-RAISE-F","0","0.993704085862283"
"uchrat","uchrat-RAISE-B","67","0.00629591413771702"
"ula","ula-RAISE-F","0","0.994673810936189"
"ula","ula-RAISE-B","6","0.00532618906381099"
"ulanma","ulanma-RAISE-F","0","0.985048619648064"
"ulanma","ulanma-RAISE-B","18","0.0149513803519362"
"ulash","ulash-RAISE-F","0","0.985801013175713"
"ulash","ulash-RAISE-B","16","0.0141989868242873"
"una","una-RAISE-F","1","0.987106165548727"
"una","una-RAISE-B","49","0.0128938344512732"
"unwan","unwan-RAISE-F","0","0.997836614904121"
"unwan","unwan-RAISE-B","240","0.00216338509587866"
"ussa","ussa-RAISE-F","1","0.95733720795359"
"ussa","ussa-RAISE-B","4","0.0426627920464097"
"usta","usta-RAISE-F","34","0.995466645977011"
"usta","usta-RAISE-B","203","0.00453335402298871"
"ustaz","ustaz-RAISE-F","0","0.998091516794405"
"ustaz","ustaz-RAISE-B","56","0.00190848320559511"
"ustira","ustira-RAISE-F","0","0.942758344152223"
"ustira","ustira-RAISE-B","1","0.0572416558477766"
"ustixan","ustixan-RAISE-F","0","0.986373326176389"
"ustixan","ustixan-RAISE-B","2","0.0136266738236114"
"ustixana","ustixana-RAISE-F","0","0.951327186375595"
"ustixana","ustixana-RAISE-B","7","0.048672813624405"
"utopiye","utopiye-RAISE-F","1","0.102542156683021"
"utopiye","utopiye-RAISE-B","0","0.897457843316979"
"uwa","uwa-RAISE-F","0","0.984059941553486"
"uwa","uwa-RAISE-B","21","0.0159400584465141"
"uwila","uwila-RAISE-F","0","0.906811004272652"
"uwila","uwila-RAISE-B","1","0.0931889957273483"
"uxla","uxla-RAISE-F","0","0.995030432737206"
"uxla","uxla-RAISE-B","72","0.00496956726279374"
"uyal","uyal-RAISE-F","0","0.979852768251982"
"uyal","uyal-RAISE-B","3","0.0201472317480179"
"uyghunlash","uyghunlash-RAISE-F","0","0.972380736183821"
"uyghunlash","uyghunlash-RAISE-B","7","0.027619263816179"
"uyghurche","uyghurche-RAISE-F","1","0.262160735677927"
"uyghurche","uyghurche-RAISE-B","4","0.737839264322073"
"uyushma","uyushma-RAISE-F","0.999999999999996","0.994571340208103"
"uyushma","uyushma-RAISE-B","69","0.00542865979189711"
"uzar","uzar-RAISE-F","0","0.970135980893279"
"uzar","uzar-RAISE-B","6","0.0298640191067213"
